"ad_date","campaign_id","adset_id","spend","impressions","reach","clicks","leads","value","url_parameters","total"
2022-05-09,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",823,22314,17137,111,2,654,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-09-30,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,3423,8863,31252,261,1,8088,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-03-24,pf4uuqaAAFuHa7gEJnQVKg==,BqE55OGr5fK+LnhF1uN6lA==,17706,5664,12157,169,4,23201,utm_source=facebook&utm_medium=ppc&utm_campaign=twitch,
2022-06-24,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,34613,9901,5899,36,5,53254,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-09-19,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,4063,36617,41011,383,3,4869,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-03-26,wHoozjerL5GYr6gvvxnn1Q==,nVih5YGpAhIH5K82XEn1Ow==,1280,9279,13491,92,3,1281,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-06-21,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,2893,8802,9842,75,3,3854,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-01-13,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,5097,28028,46286,1511,22,5221,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2022-05-03,wHoozjerL5GYr6gvvxnn1Q==,nVih5YGpAhIH5K82XEn1Ow==,4157,47216,85331,357,8,6382,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-09-20,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,2472,7320,12127,83,2,3790,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2022-02-14,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,797,33804,19147,164,3,1725,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-15,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,2027,3114,11646,16,0,1751,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-08-11,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,1445,6130,1845,42,1,1704,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-07-25,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,7311,7299,9409,256,1,11130,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-06-24,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,10352,37298,18315,97,6,10974,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-06-28,wHoozjerL5GYr6gvvxnn1Q==,mMVUJgUJWaZ7irsgOzCOGw==,3423,12196,39868,213,2,2775,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-12-20,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1349,3297,3005,6,0,2287,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-06-08,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,2441,10234,5394,197,4,2517,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-01-07,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,2891,41669,37885,224,8,7102,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-09-16,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,3132,8984,8015,176,1,2362,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-10-20,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,1487,4006,2096,52,1,2261,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-07-16,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",35256,102035,62356,147,5,29146,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-04-24,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,27281,17796,8214,163,0,28136,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-12-10,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,4110,20007,5430,106,2,5629,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-06-10,yaS9WL9gilMlc/ztuJKtdw==,TcH4JjAaOH8sfVIQOYMuIg==,726,3295,1313,104,1,1070,utm_source=facebook&utm_medium=ppc&utm_campaign=presents,
2021-05-30,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,10111,44198,13809,614,5,12336,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-05-16,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,7528,43416,36417,133,5,10913,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-11-11,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,1661,3281,1067,7,1,1785,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-06-19,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,1455,9548,13310,113,1,2303,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-05-11,wHoozjerL5GYr6gvvxnn1Q==,nVih5YGpAhIH5K82XEn1Ow==,3052,33917,24526,64,4,5027,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-06-12,wZXc8Eos3JfIQ0EbtDy/Hw==,gs2ZAmJsAr6xAmi1kBlVBw==,149,8688,10204,5,0,155,utm_source=facebook&utm_medium=ppc&utm_campaign=recognition,
2021-12-15,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,3193,11173,11981,50,1,4394,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-07,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1555,8551,6593,14,0,1762,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-12-26,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,3721,6102,2272,34,1,4480,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-07-24,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,1201,23463,3567,130,1,2239,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-10-21,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,2000,1576,2286,16,1,2299,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-03-20,pf4uuqaAAFuHa7gEJnQVKg==,+/ujgC+9ZiLznb2LxP6ihw==,19216,9950,2944,91,2,28496,utm_source=facebook&utm_medium=ppc&utm_campaign=twitch,
2021-06-07,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,1755,14620,11447,109,2,2580,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-11-23,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1141,2391,1783,23,1,1189,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-07-18,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,58824,175719,125013,860,38,52313,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-12-03,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,4806,7241,1573,32,1,4079,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-12-22,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,13356,63306,37274,658,0,10389,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-12-17,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,335,2483,2372,17,0,359,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-03-28,wHoozjerL5GYr6gvvxnn1Q==,nVih5YGpAhIH5K82XEn1Ow==,3157,59912,48951,101,6,2581,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-05-22,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,50590,240553,441057,5949,40,43959,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-09-05,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,4900,7897,14218,57,1,5795,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-07-05,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,6902,3214,3939,34,0,5966,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-12-21,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,3905,16405,3581,40,2,5272,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-03-28,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",1918,16382,22346,487,9,2542,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-05-10,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",4576,13614,32847,50,1,4695,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-12-05,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,9188,39577,35205,99,7,11916,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-11-19,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,797,2433,5462,83,1,1424,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-13,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,7188,6488,6796,56,1,8131,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-08-08,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,6092,14778,10372,146,0,9298,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2020-12-18,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,1116,11041,6597,233,2,1528,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-09-06,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,1347,9229,10621,155,3,1199,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-09-19,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,6606,42059,30932,185,3,14233,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-12-19,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,6976,9735,8053,65,0,16739,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2022-06-25,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,3143,21165,31323,130,4,5405,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-08-01,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,3197,5694,10211,36,3,2995,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-06-18,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",1068,5318,4635,42,1,1289,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-01-13,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,711,31288,7186,119,4,811,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-02-18,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,1879,1704,1806,158,1,2575,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-11-20,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,2413,5081,7334,71,0,5144,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-09-23,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,181,555,253,5,1,288,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-08-13,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,6011,4875,6509,40,1,8218,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-09-08,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,1157,1147,1360,3,0,1470,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2020-12-15,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,3150,9275,5469,100,1,3690,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-12-28,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,3026,10144,8897,76,1,5173,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-03-23,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,6929,6125,4250,24,1,5817,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2022-07-09,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,46170,25300,22293,53,2,35511,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-08-02,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,23159,34744,100562,1413,8,19194,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-12-04,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,32997,37723,77365,423,3,34715,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-09-19,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",6945,45907,94188,167,8,11479,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-12-13,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,216,761,1461,10,0,309,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-08-08,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,1635,3343,4070,25,1,1244,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-10-12,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,712,2467,3934,5,0,858,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-05-03,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,6084,95026,60421,356,5,7428,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-07-21,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,2598,8517,6702,26,1,4179,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-08-07,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,8872,92769,40355,1057,32,13672,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-04-27,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,10122,56941,82514,106,1,9654,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-07-01,wHoozjerL5GYr6gvvxnn1Q==,mMVUJgUJWaZ7irsgOzCOGw==,4071,14015,9046,74,0,5604,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-10-28,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,1082,5412,5644,46,2,842,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-12-05,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,363,2262,5192,8,0,547,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-11-26,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,699,2426,4716,13,0,1163,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2020-11-27,OL3wfqCd6TPOleVAcp2yew==,aS+Cy6Ne4nDFe/HabBjs0Q==,771,9211,2671,128,3,1055,utm_source=facebook&utm_medium=cpc&utm_campaign=discounts,
2021-10-08,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,2912,35537,31910,98,1,4295,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-07-01,wHoozjerL5GYr6gvvxnn1Q==,ETDduxyylf03B90ltrGKSg==,2663,7534,2694,26,1,3572,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2022-01-29,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,1804,15815,13143,22,2,2477,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-05-13,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",14539,14178,27961,289,2,20553,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-09-20,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,853,17385,13294,191,2,1268,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-05-30,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,47899,30011,23167,111,5,63186,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2022-03-31,pf4uuqaAAFuHa7gEJnQVKg==,+/ujgC+9ZiLznb2LxP6ihw==,31837,4864,16702,275,6,52205,utm_source=facebook&utm_medium=ppc&utm_campaign=twitch,
2022-01-15,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,2934,13238,25973,55,1,5689,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2022-10-30,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,33591,27562,30478,69,4,47261,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-12-09,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,664,3630,4427,18,0,1359,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-29,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,3191,1745,5944,38,2,5530,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-09-07,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,2774,11147,10362,178,2,3136,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2022-05-29,wHoozjerL5GYr6gvvxnn1Q==,cvJAFtMbY+tSb2rC2LFnEQ==,3011,27160,27264,113,3,3663,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-09-10,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,9917,34388,41365,170,4,8011,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-10-19,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,1247,1905,2381,19,1,1441,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-12-28,h4hWTQf6icvBNjHfA+zKhw==,tx5Zo5YqSvAumn3DuI7T6g==,750,6308,7448,16,0,1120,utm_source=facebook&utm_medium=cpc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-06-25,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,2172,8390,11016,74,2,3113,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-11-02,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,11565,25292,44941,227,10,12675,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-06-07,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,40043,50713,42920,1585,5,62999,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-10-14,FgcthDK8dH5eIxOj5go3CA==,XYc+HmWqkmrlUI6Iyjdw4y==,7382,10779,69637,793,8,11401,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-07-18,"0c40WP42N3VsgjlJdjNGXA==",dfx+slA2Xx6Uvb5jbH/Xog==,1487,24994,10674,193,8,1785,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-09-10,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,617,2929,1899,6,0,639,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-04-19,pf4uuqaAAFuHa7gEJnQVKg==,UIqcMN1yaehmJD9QlXFmqg==,822,222,100,3,0,642,utm_source=facebook&utm_medium=ppc&utm_campaign=top_gear,
2021-08-21,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,25359,51395,25270,748,21,19395,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-09-24,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,3397,47712,24857,368,1,7004,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-07-05,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,5847,17130,32340,243,4,13871,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-05-26,wHoozjerL5GYr6gvvxnn1Q==,"1KXJtup8qnApqauQIn/3ew==",3499,10699,30688,92,3,3871,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-12-18,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1820,5377,3304,5,0,2564,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2022-01-16,h4hWTQf6icvBNjHfA+zKhw==,MVc+HmWqkmrlUI6Iyjdw4w==,3511,26504,15855,79,3,8419,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-09-03,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",38244,76038,52192,445,14,39881,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2022-04-12,wHoozjerL5GYr6gvvxnn1Q==,nVih5YGpAhIH5K82XEn1Ow==,3641,11052,51643,209,1,6179,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,
2021-12-16,FgcthDK8dH5eIxOj5go3CA==,omGufzlW6LYDzVB3CvxDlQ==,2702,21344,24717,191,5,2821,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-07-06,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,59029,8726,19609,39,3,61648,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-11-18,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,1771,650,856,4,0,1586,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2022-06-23,pf4uuqaAAFuHa7gEJnQVKg==,eyiLXOBiNEWjXJF37q0CeA==,11303,6823,7092,126,6,11869,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,
2021-12-28,h4hWTQf6icvBNjHfA+zKhw==,xorZEO1JrGXyHxvyxdv5Eg==,1966,10708,5002,36,0,3723,utm_source=facebook&utm_medium=ppc&utm_campaign=%D1%82%D1%80%D0%B5%D0%BD%D0%B4,
2021-06-23,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",1983,8035,17715,101,1,1649,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-08-13,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,502,6170,2919,44,1,573,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-08-25,"0NN3/Q28t0sw9rVduSJU5A==",Mw9J34JDdWqKTcf39+5t/g==,2930,12705,31573,105,5,3904,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-11-27,+1TVQ0Ksk5C1R7k9dKSrpg==,OWUAmZpRDMbW00J8WQh8UQ==,1562,2482,3062,5,1,1930,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-12-28,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,8690,7256,2405,35,3,12126,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2021-05-28,yaS9WL9gilMlc/ztuJKtdw==,TKWXp/AU/OvmicTsdwJxHg==,3183,13055,14712,175,2,2800,utm_source=facebook&utm_medium=ppc&utm_campaign=,
2021-11-08,+1TVQ0Ksk5C1R7k9dKSrpg==,jKVwd+J2wdeRAmaZ/ibNHA==,1381,2819,2964,14,0,1085,utm_source=facebook&utm_medium=ppc&utm_campaign=hobby,
2021-09-01,Kek1yMtTa5BOTQQs2/uEPg==,"58dwph29+BypIq4CYOMnwQ==",19395,85797,20369,834,9,32333,utm_source=facebook&utm_medium=ppc&utm_campaign=discounts,
2021-10-18,+1TVQ0Ksk5C1R7k9dKSrpg==,kjdNzjgMLmHu9QXPlKaQHQ==,1461,1966,4891,22,1,1506,utm_source=facebook&utm_medium=ppc&utm_campaign=cheap,
2021-09-19,FgcthDK8dH5eIxOj5go3CA==,LYK3a9gdirWrWX/VHV9Khw==,457,1857,383,10,1,617,utm_source=facebook&utm_medium=ppc&utm_campaign=you_might_like,
2022-04-15,pf4uuqaAAFuHa7gEJnQVKg==,UIqcMN1yaehmJD9QlXFmqg==,892,230,205,0,0,1249,utm_source=facebook&utm_medium=ppc&utm_campaign=top_gear,
