"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters"
2022-04-24,Hobbies,Outdoors,4353,92622,106848,300,14,5212,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-08,Wholesale,Wide,283,1749,1918,14,0,242,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-20,Wholesale,Wide,7258,15312,5436,30,5,7617,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-10,Wholesale,Interests,6999,30093,29411,24,2,5881,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-02-09,Discounts,True power,2156,5955,6173,39,5,2342,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-09,New items,Presents,357,4754,4473,27,0,409,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-06-03,Promos,Parents,3530,3253,12827,57,1,4364,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-17,Wholesale,Wide,1246,522,2255,10,0,853,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-06,New items,Development,925,9842,7639,28,0,1171,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-12,Crazy discounts,Improvement,245,14479,13394,11,0,333,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-07-06,Expansion,Products,54317,11383,8135,23,6,44371,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-11-25,Wholesale,Wide,3606,2303,908,39,0,5127,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-11,Wholesale,Clean,2526,10479,3721,61,1,2332,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-18,Electronics,Narrow,12901,39121,85715,626,13,15365,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-05,Hobbies,Tinkering,9836,38585,22502,131,3,12765,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-04-16,Electronics,Narrow,8969,26418,15987,395,2,13380,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-21,Hobbies,Specific,1208,16809,18434,25,1,1078,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2020-12-22,Discounts,True power,1211,3317,9646,234,8,1835,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-16,Wholesale,Wide,1414,983,2326,13,1,1106,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-04-26,Promos,Parents,616,6324,10812,47,1,756,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-11,Wholesale,Interests,1211,4426,4879,50,2,1289,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-06-02,Expansion,Products,9276,18959,22952,113,2,9456,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-03-26,Expansion,Unknown,6244,5035,2579,156,1,9869,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-07-03,Hobbies,Specific,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-29,Crazy discounts,Improvement,1895,18703,14297,151,1,1294,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-05,Wholesale,Clean,5712,11199,6680,105,4,8521,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-18,Expansion,Top gear,343,402,143,11,0,234,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2022-04-27,Hobbies,Outdoors,8794,69268,48813,445,1,10476,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2020-12-27,Discounts,True power,1358,3219,7243,261,7,1723,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-13,Wholesale,Clean,2374,11336,1377,81,1,3524,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-18,Electronics,Narrow,836,6243,4899,48,1,1302,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-27,New items,Development,3220,3588,3085,155,3,5167,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2020-12-27,Brand,Improved,1108,4692,2820,0,0,1147,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2022-04-13,Hobbies,Outdoors,4545,13125,58712,512,2,5318,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-15,Hobbies,Tinkering,2263,50287,46130,231,7,2627,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-27,Wholesale,Wide,598,1419,2444,3,1,691,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-06,Crazy discounts,Improvement,416,2019,4957,60,1,325,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-21,Wholesale,Clean,2491,1168,3792,28,1,3905,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-24,New items,Development,588,5048,7871,53,4,672,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-01-28,Discounts,True power,394,7294,1118,103,3,484,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-20,Expansion,Unknown,7578,4927,2785,41,1,11261,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-11-09,Wholesale,Clean,820,1709,1542,3,0,618,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-10,Electronics,Narrow,1642,8289,7394,72,2,2701,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-30,Electronics,Narrow,6826,10508,14800,106,1,10006,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-14,Promos,Parents,1767,3259,6096,96,0,1160,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-09,Wholesale,Clean,769,3987,4200,18,1,983,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-01-18,Discounts,True power,752,17788,9621,227,9,677,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-25,Crazy discounts,Improvement,1217,6586,11402,202,5,1905,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-06-27,Expansion,Products,26211,23662,12344,69,4,37034,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-12-07,Wholesale,Clean,2207,5456,6842,15,0,1776,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-20,Expansion,Products,39879,15716,6965,15,3,51664,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-12,Hobbies,Tinkering,1852,11435,38620,127,6,2607,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-11-18,Wholesale,Interests,513,2129,3176,17,1,361,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-24,Hobbies,Tinkering,5934,8549,22632,52,0,5962,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-01-01,Brand,Improved,105,186,211,0,0,148,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2020-12-28,Discounts,True power,2461,3791,3601,75,4,3204,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-27,Wholesale,Interests,1915,823,1101,32,2,2934,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-24,Hobbies,Quick,3511,19919,6705,32,2,3343,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-08,Expansion,Products,13390,1838,8016,73,1,8931,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-24,Expansion,Unknown,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-04-08,Hobbies,Tinkering,2440,51329,10735,225,1,3032,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-13,Hobbies,Slow,5196,28241,10118,52,2,3688,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-13,Crazy discounts,Improvement,1761,23692,22907,70,1,2470,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-16,Expansion,Top gear,575,60,192,1,0,787,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-08-30,Wholesale,Wide,1300,4842,5072,33,2,975,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-13,Wholesale,Wide,1327,4651,2356,13,2,980,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-05,Promos,Parents,916,17432,3418,35,1,699,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-07,Crazy discounts,Improvement,1721,9692,1837,64,3,2192,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-03-29,Hobbies,Outdoors,1285,28992,7608,487,11,1623,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-27,Expansion,Products,38740,30530,4397,60,3,45715,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-05-25,Electronics,Narrow,2597,6521,2762,29,0,1791,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-11-29,Discounts,True power,618,2784,6078,241,5,557,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-23,Wholesale,Wide,1192,920,2693,7,1,1705,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-22,Wholesale,Starting up,20,36,43,0,0,27,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-09-15,Wholesale,Wide,944,1887,1924,21,0,1238,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-23,Hobbies,Specific,1245,13333,13703,8,1,1535,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-08,Electronics,Narrow,22069,22624,16554,380,7,19276,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-07,Wholesale,Interests,1885,2006,1376,32,1,3108,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-10-29,Wholesale,Interests,611,1557,2742,11,0,790,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-05-22,Promos,Parents,2171,6878,1945,57,1,2072,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-26,Hobbies,Slow,7368,43257,17732,79,7,7158,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-01,Expansion,Products,33002,24774,7938,66,7,26870,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-04-11,Expansion,Streaming,95269,37735,6006,624,7,131815,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-07-17,Promos,Parents,5447,7437,7988,53,2,7322,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-09,Wholesale,Wide,3352,2965,2528,57,2,4854,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-15,Wholesale,Clean,2201,3758,4087,25,0,1980,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-17,Wholesale,Starting up,2752,2794,3227,18,0,4282,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2022-04-15,Hobbies,Outdoors,4777,57022,15195,359,6,4609,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-24,Crazy discounts,Improvement,1894,10783,14432,148,1,2806,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-06,Electronics,Narrow,11757,57096,84286,497,10,8233,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-10,Expansion,Streaming,49911,11549,36202,695,12,58796,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-05-26,Hobbies,Slow,5497,13106,10439,45,3,3912,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-15,Wholesale,Wide,1102,1351,4297,35,0,925,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-12,Promos,Parents,6668,21713,9748,62,4,6417,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-21,Wholesale,Interests,8270,10281,16117,18,3,10533,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-22,Expansion,Pretty,26089,5955,8512,183,2,40277,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2020-12-31,Brand,Improved,1368,2690,453,3,0,1403,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-07-03,New items,Presents,846,2621,1117,80,2,1108,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-09-08,Crazy discounts,Improvement,558,10732,8722,71,2,600,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-12,Wholesale,Wide,1427,2768,1196,22,1,1864,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-05-01,Electronics,Narrow,8618,53355,42226,119,5,10548,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-25,Expansion,Unknown,4446,7848,8362,56,2,3770,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-04-18,Expansion,Pretty,28579,11834,6081,342,8,27405,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-10-10,Wholesale,Wide,2139,635,1751,17,0,2382,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-02-13,Discounts,True power,799,4060,3098,101,3,677,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-12,Wholesale,Interests,1205,1391,4317,12,1,1373,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-28,Hobbies,Slow,3804,10796,40161,73,6,6180,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-18,Hobbies,Slow,3013,4464,12471,181,3,3261,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-04,Hobbies,Slow,2667,19818,23857,262,8,3003,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-24,Wholesale,Interests,10289,4962,12801,137,6,12179,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-10,Promos,Parents,1097,16208,5313,100,1,1219,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-03,Promos,Parents,4883,6381,22723,137,5,8007,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-26,Wholesale,Wide,1485,367,2781,6,1,2100,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-11-27,Wholesale,Interests,213,1246,3280,9,0,325,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-03,Wholesale,Wide,726,3516,566,25,1,707,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-30,Expansion,Products,23950,19372,6425,45,3,18655,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-01,Hobbies,Slow,902,49887,19360,243,1,825,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-14,Expansion,Products,22383,5450,3813,85,2,34168,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-27,Hobbies,Quick,1370,13385,6725,9,2,2028,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-03-23,Expansion,Pretty,14524,4243,3867,110,1,9678,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-10-09,Crazy discounts,Improvement,1637,8972,10819,146,2,1125,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-03,New items,Development,1892,10811,2273,265,1,2166,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-17,Promos,Parents,4326,3425,13237,27,0,6299,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-05,Promos,Parents,3648,18849,16979,29,1,2799,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-01,Promos,Parents,9435,31766,20784,170,0,15270,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-01-10,Discounts,True power,2707,3683,8074,765,6,4416,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-02,New items,Development,3641,10281,2504,100,6,4108,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-05-29,Promos,Parents,992,6719,1364,23,1,1415,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-30,Crazy discounts,Improvement,2414,13267,5345,25,4,2307,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-08,Expansion,Pretty,15588,2556,4231,67,3,19167,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-10-14,Wholesale,Clean,6279,2954,5897,33,3,8738,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-12,Hobbies,Specific,6492,22068,33294,17,2,7956,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-08-06,Crazy discounts,Improvement,2472,5756,7788,413,6,2546,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-04-27,Electronics,Narrow,9524,12684,29647,264,4,9655,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-19,Wholesale,Starting up,6088,7274,9916,176,0,8782,utm_source=google&utm_mediun=cpc&utm_campaign=startup
2021-06-15,Crazy discounts,Improvement,2058,8933,14524,72,6,3289,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-13,Expansion,Streaming,74837,29077,7493,291,7,87139,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-06-18,Hobbies,Unlimited,3366,19684,4633,64,1,2272,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-20,Wholesale,Clean,4803,5969,12007,55,0,6986,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-27,Wholesale,Interests,4488,27893,5495,178,7,5865,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-09,Crazy discounts,Improvement,548,6342,4468,36,0,708,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-18,Electronics,Narrow,25576,24998,68854,570,6,20482,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-10,Expansion,Pretty,19195,11249,7740,213,3,24921,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-07-17,Wholesale,Interests,4281,10650,13895,118,1,4106,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-08-11,Electronics,Narrow,35915,43152,27321,512,10,53327,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-02,Wholesale,Clean,2062,1743,2046,7,1,2815,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-09,Wholesale,Clean,6543,9020,2070,68,2,5047,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-12-13,Wholesale,Interests,335,1831,3012,19,0,219,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-04,Electronics,Narrow,9564,28149,34667,118,0,11536,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-28,Wholesale,Interests,2316,3667,3240,9,0,3115,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-24,Hobbies,Slow,4046,65501,36033,222,2,3548,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-09-18,Promos,Parents,8648,25141,20866,152,5,13938,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-18,Wholesale,Clean,1622,2223,4131,28,1,1988,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-07,Electronics,Narrow,26210,42375,65990,65,8,28693,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-20,Hobbies,Specific,2199,14771,11053,16,1,2137,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-10-10,Wholesale,Clean,3570,3412,903,41,2,4202,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-30,Expansion,Pretty,15394,12558,8484,143,0,14228,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-04-20,Electronics,Narrow,9720,13320,7425,450,0,10400,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-16,New items,Presents,558,4326,1979,19,0,435,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2022-03-24,Expansion,Streaming,23208,28572,19188,674,1,18889,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-06-11,Promos,Parents,3930,14899,4290,67,0,5359,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-30,Wholesale,Wide,2848,8809,1036,18,2,4109,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-17,Crazy discounts,Improvement,188,1681,1632,9,0,197,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-25,Wholesale,Interests,849,588,878,14,1,1217,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-09,Promos,Parents,5863,14588,8086,63,0,6189,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-12,New items,Development,2875,4697,10757,42,1,2461,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-07-08,Crazy discounts,Improvement,2661,18998,5928,57,5,3785,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-14,New items,Development,4359,6847,10782,84,2,3249,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-11-08,Wholesale,Interests,917,2649,1111,9,0,875,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-10,New items,Presents,1779,5251,2558,93,2,2771,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-10-19,Wholesale,Clean,3681,5646,4159,60,0,4447,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-18,Expansion,Products,12293,18892,18777,132,6,12334,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-05-12,Promos,Parents,1521,6100,7284,33,0,2109,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-27,Promos,Parents,739,1755,7229,69,2,1138,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-06-08,Expansion,Products,20486,6863,6299,55,3,25617,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-16,Hobbies,Slow,4054,19082,14788,51,0,6540,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-28,Crazy discounts,Improvement,2658,9243,2533,61,2,3597,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-04-14,Electronics,Narrow,13935,29068,32250,348,10,10232,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-12,Expansion,Streaming,24049,43616,14631,443,1,27858,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-11-24,Wholesale,Wide,1235,3872,4185,28,1,1237,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-02,Promos,Parents,2603,3954,15082,146,4,3613,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-19,Hobbies,Outdoors,3868,24455,5158,142,3,2562,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-30,Hobbies,Quick,3331,4639,14676,86,2,2185,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-06-27,Hobbies,Tinkering,2357,45813,35546,117,2,3517,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-16,Hobbies,Slow,803,13347,30577,110,6,1124,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-12,New items,Development,4069,1820,6563,60,1,6306,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-10-14,Crazy discounts,Improvement,279,3344,3436,20,0,239,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-11,Electronics,Narrow,2941,5675,7469,40,1,3669,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-07,Expansion,Unknown,14092,2965,7223,193,1,21158,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-06-12,Promos,Parents,2317,2072,10854,46,0,2846,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-26,Wholesale,Clean,1193,371,2216,8,0,1123,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-09-24,Wholesale,Interests,3784,1485,3507,14,1,5203,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-04-05,Hobbies,Outdoors,842,30356,40604,351,10,1223,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-06,Crazy discounts,Improvement,940,17734,14807,86,1,726,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-12,Expansion,Products,26543,12537,3072,35,2,32630,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-02,Expansion,Products,38234,13800,11345,30,2,40421,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-09-13,Crazy discounts,Improvement,1991,3714,10741,56,3,2660,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-16,Promos,Parents,5754,12955,18452,40,5,5188,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-11-17,Wholesale,Clean,767,1977,3608,5,0,831,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-06-25,Expansion,Products,18577,18451,18312,26,4,29403,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-07-02,Hobbies,Quick,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-30,Crazy discounts,Improvement,853,6023,2467,102,6,761,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-01-18,Brand,Improved,58,1475,977,0,0,50,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-01-19,Brand,Improved,21,291,66,0,0,20,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-05-23,New items,Development,1369,10115,6479,57,1,1100,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-09-21,Electronics,Narrow,28966,12304,39225,256,2,36674,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-29,Promos,Parents,4158,14920,16909,147,0,4722,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2020-12-25,Discounts,True power,2049,3884,5679,57,5,3297,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-10-12,Electronics,Narrow,8136,10801,9346,69,5,7399,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-17,Expansion,Products,25107,4784,20930,114,2,23060,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-07-02,Wholesale,Wide,1241,1034,149,8,0,976,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-07-03,Crazy discounts,Improvement,1013,7691,6376,147,6,911,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2022-04-17,Expansion,Streaming,60462,20768,7580,486,4,77888,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-06-26,Hobbies,Unlimited,2402,10929,27300,134,3,3243,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-05,Wholesale,Wide,1877,2584,3195,52,2,2584,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-01-24,Brand,Improved,21,126,61,0,0,19,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2022-04-09,Expansion,Top gear,351,138,191,5,0,472,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-09-04,Electronics,Narrow,36603,44655,38526,221,6,26841,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-24,Crazy discounts,Improvement,1665,20335,19227,312,6,1865,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-02-17,Discounts,True power,1979,4594,3196,127,0,2036,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-05-03,Electronics,Narrow,1814,44455,16984,444,1,1833,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-06,Wholesale,Wide,1453,3747,5324,19,1,1703,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-04-21,Expansion,Pretty,15513,5284,4846,159,3,11919,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-09-14,Wholesale,Clean,5724,6166,3874,27,0,6157,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-12-28,Brand,Travel,3,37,45,0,0,5,utm_source=google&utm_mediun=cpc&utm_campaign=recognition
2021-05-28,Promos,Parents,1309,8096,7071,26,0,2054,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-24,Expansion,Products,46950,20815,25147,68,2,37564,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2022-05-21,Hobbies,Tinkering,3521,15209,16010,152,3,3459,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
